"Year","COUNTYNAME","Sex","c0to4","c5to9","c10to14","c15to19","c20to24","c25to29","c30to34","c35to39","c40to44","c45to49","c50to54","c55to59","c60to64","c65to69","c70to74","c75to79","c80to84","c85","Total_pop"
2012,"臺東縣","Male",4560,5328,6813,8079,8060,8184,9265,8936,9862,10384,9518,8162,6188,3935,3601,2768,2287,1878,117808
2012,"臺東縣","Female",4193,4765,6351,7487,7302,7267,8238,7789,8060,8323,8332,7781,6555,4405,4256,3404,2284,1652,108444
2012,"花蓮縣","Male",6747,7617,10014,12344,11922,12226,14070,12895,13450,14058,13661,12611,9443,5780,5082,3876,3300,2968,172064
2012,"花蓮縣","Female",6065,6874,9072,11621,11260,11107,12771,12136,12326,12411,13154,12081,9889,6355,6003,4648,3044,2309,163126
2012,"澎湖縣","Male",1963,1983,2543,3521,3901,3881,4207,3978,3953,4178,4036,3455,2632,1616,1531,1509,1183,747,50817
2012,"澎湖縣","Female",1865,1776,2290,3225,3667,3543,4226,3822,3437,3404,3531,3066,2650,1730,1694,1703,1323,1074,48026
2012,"基隆市","Male",5830,7885,11091,13957,14361,13335,15189,14356,15385,16482,16585,14412,10915,5520,5372,3737,3032,2507,189951
2012,"基隆市","Female",5349,7172,10259,12854,13004,12430,14503,14142,15228,16071,16377,14807,11616,6211,6624,4851,3166,2538,187202
2012,"金門縣","Male",2824,1946,2105,3821,4697,4378,4426,4229,4681,5097,5005,4635,3041,1879,1664,1403,713,518,57062
2012,"金門縣","Female",2678,1729,1978,3682,4805,4432,4862,4345,4290,4715,4574,4294,2934,1741,1587,1336,1019,1048,56049
2012,"連江縣","Male",301,254,270,386,481,450,562,512,551,636,604,555,337,201,128,92,68,60,6448
2012,"連江縣","Female",267,198,232,345,348,360,446,412,348,380,403,369,249,124,92,118,76,95,4862
2013,"新北市","Male",85006,89532,109407,132696,145371,147239,178288,168594,154560,152872,155890,140919,113143,60462,45088,27929,22705,20359,1950060
2013,"新北市","Female",78464,81623,100533,123718,132768,143728,181619,174687,160956,168078,174442,159072,126841,66990,53283,36101,22733,19233,2004869
2013,"臺北市","Male",70167,57925,71323,79938,78179,81112,105983,103395,97003,97756,99013,96264,84867,50339,39349,27534,24534,25264,1289945
2013,"臺北市","Female",65924,52872,65390,74053,72927,83782,120172,119294,113508,112981,113102,109684,97297,58317,49667,37180,26132,24289,1396571
2013,"桃園市","Male",47059,56775,70583,79227,77980,74838,89556,86766,82956,81801,77311,64779,48123,25596,20209,14011,15688,13399,1026657
2013,"桃園市","Female",43549,51455,64237,72592,70810,70596,90617,88996,85420,84167,79889,68681,53400,29581,24936,17944,11180,9316,1017366
2013,"臺中","Male",63752,69032,88096,102638,102432,102481,119321,109206,101822,104309,101258,87438,68641,37359,30529,21183,16839,13397,1339733
2013,"臺中","Female",58938,63857,81168,94737,95122,98976,121043,115459,111010,112554,108291,93109,73355,41345,35799,26513,17594,13058,1361928
2013,"臺南","Male",38625,40818,52357,62817,66184,69606,82151,76404,69909,75449,78906,70079,55774,30799,27054,21299,15571,10753,944555
2013,"臺南","Female",35729,37614,47958,57712,61867,66751,81176,76143,71457,75612,77699,68745,55839,33160,31412,26850,18839,14090,938653
2013,"高雄","Male",55232,60402,77849,93165,96770,99781,119776,117252,110492,111750,109162,100227,84349,48300,38925,26302,20388,15773,1385895
2013,"高雄","Female",51785,55508,71869,86516,89586,94914,120149,119427,112110,111663,113479,107999,92431,53102,45142,32956,20390,14956,1393982
2013,"宜蘭縣","Male",9029,10003,13402,16809,17565,16872,18521,17088,17649,18832,18828,16269,12947,7517,8116,6236,4316,3001,233000
2013,"宜蘭縣","Female",8245,9237,12200,15508,16184,15707,17710,16683,16722,17412,17935,15934,13091,7850,8927,7266,5013,3832,225456
2013,"新竹","Male",28172,29135,32410,34292,33202,31342,41165,43032,40103,37691,35033,28525,22077,12990,12324,9308,7162,6124,484087
2013,"新竹","Female",26179,26367,29477,31702,30672,30760,44025,44464,39274,35443,32829,27958,22764,14038,14064,10989,7488,6389,474882
2013,"苗栗縣","Male",13194,13518,16901,19633,21097,21100,24667,21938,21637,22136,23239,20014,15921,9701,9933,7914,5596,3885,292024
2013,"苗栗縣","Female",12350,12063,15018,17965,19698,20360,23716,20349,18870,19109,20486,17953,15220,9701,10081,8687,6582,5322,273530
2013,"彰化縣","Male",28785,31099,40608,46482,49110,51971,58307,52441,46887,49349,50783,44986,36251,21669,20854,16310,10961,6647,663500
2013,"彰化縣","Female",26376,28117,36570,42612,44507,47830,55575,48965,43173,44923,46824,42153,35278,21861,22354,19721,14521,11153,632513
2013,"南投縣","Male",9201,10812,15026,18174,19346,19302,21481,18713,19001,21420,22469,19668,16176,9549,9220,7338,5116,3462,265474
2013,"南投縣","Female",8536,10175,13745,17161,17715,17685,19527,17431,17618,18990,20435,18215,15259,9761,10076,8472,6252,4695,251748
2013,"雲林縣","Male",13596,15898,21246,24090,23478,25063,29689,28696,27796,30610,30153,25708,22155,14080,14111,10950,7047,4091,368457
2013,"雲林縣","Female",12405,14092,19276,21642,21409,23574,28105,25927,22960,23116,23758,22007,19714,14421,15700,13685,10171,7373,339335
2013,"嘉義","Male",13971,17264,24231,27964,27926,28194,31608,29820,30326,34246,34793,29723,24387,14511,14111,11610,8200,5447,408332
2013,"嘉義","Female",12742,15627,21992,25986,25775,26232,30300,29561,28776,29522,29980,26605,23453,15506,16505,14585,10805,7817,391769
2013,"屏東縣","Male",14295,17576,24037,30591,30591,31160,35477,33673,32758,36454,36664,32049,26956,15878,14796,11411,7725,4995,437086
2013,"屏東縣","Female",13012,15897,22232,28001,28683,28749,32752,31025,30335,32186,33659,31447,26656,16553,15953,13042,9046,5972,415200
2013,"臺東縣","Male",4443,5120,6567,7823,8014,7910,9094,8875,9631,10149,9784,8377,6567,4006,3636,2801,2127,1959,116883
2013,"臺東縣","Female",4100,4558,6026,7268,7240,6986,8080,7820,8056,8115,8481,7913,6998,4410,4285,3483,2358,1761,107938
2013,"花蓮縣","Male",6771,7239,9580,11865,12014,11775,13834,13066,13060,13975,13759,12835,10143,5895,5183,3823,3152,3047,171016
2013,"花蓮縣","Female",6129,6603,8750,11067,11334,10722,12552,12166,12297,12290,13108,12424,10422,6596,6062,4759,3165,2435,162881
2013,"澎湖縣","Male",2046,1821,2550,3410,4112,3830,4239,4132,3947,4258,4136,3690,2845,1684,1551,1461,1179,820,51711
2013,"澎湖縣","Female",1931,1700,2227,3121,3703,3581,4230,3934,3470,3539,3552,3159,2870,1835,1676,1651,1382,1128,48689
2013,"基隆市","Male",5573,7573,10543,13304,14207,13314,14814,14297,14865,16193,16730,14761,11760,5927,5467,3773,2916,2632,188649
2013,"基隆市","Female",5267,6903,9618,12256,12868,12176,13888,14140,14851,15860,16439,15200,12572,6599,6599,5038,3278,2713,186265
2013,"金門縣","Male",2962,1932,2169,3820,5085,4775,4782,4425,4875,5426,5336,5174,3440,2018,1661,1470,807,530,60687
2013,"金門縣","Female",2777,1785,1983,3869,5140,4814,5115,4749,4523,5074,5016,4796,3317,1857,1601,1404,1046,1160,60026
2013,"連江縣","Male",334,244,285,401,519,506,592,588,592,618,677,590,392,233,131,93,62,66,6923
2013,"連江縣","Female",300,202,238,327,352,397,494,461,416,386,436,428,256,167,94,103,94,91,5242
2014,"新北市","Male",86926,87444,104565,128863,145229,142167,172004,172608,153623,151875,155688,143986,119468,67620,47249,29464,21482,21478,1951739
2014,"新北市","Female",80585,80209,95631,119850,132936,137718,175578,179666,159881,166724,174279,163092,135678,75348,54877,38608,23864,20555,2015079
2014,"臺北市","Male",73680,57701,67345,77974,78552,78447,105245,107951,96222,96535,98411,96092,87691,55867,40087,28413,23314,26109,1295636
2014,"臺北市","Female",69574,53004,61491,72110,73103,80882,118719,123852,111729,112049,112322,110635,100472,64949,50018,39123,26760,25887,1406679
2014,"桃園市","Male",47104,55619,67789,77821,79508,73672,87845,89325,81952,82062,78729,67331,51489,28649,20809,14324,14031,14566,1032625
2014,"桃園市","Female",43608,50497,61639,71521,71999,68121,87903,91730,85128,84513,81512,70991,57330,32847,25569,19090,11733,9972,1025703
2014,"臺中","Male",65581,67895,83460,100838,103609,100027,117447,114301,100123,103996,102310,89660,73172,41385,30669,22130,16250,14157,1347010
2014,"臺中","Female",60899,62476,77077,93152,96113,95707,119338,119777,109498,112154,109855,96038,78962,45252,36196,27909,18327,14095,1372825
2014,"臺南","Male",39224,40206,49500,61119,65992,67216,80157,79737,68566,74142,78548,71962,58737,33616,27040,21291,15499,11517,944069
2014,"臺南","Female",36223,37117,45401,55896,61772,63709,79721,78845,70245,74876,78219,70663,58759,35780,31255,26917,19792,15025,940215
2014,"高雄","Male",55894,58692,73812,90404,97736,95812,115940,119602,109308,110812,109555,101199,88356,52566,39889,27056,19654,16711,1382998
2014,"高雄","Female",52229,54354,67869,84233,89896,90813,115917,121775,111577,111428,113519,109076,97095,58256,45876,34599,21467,16015,1395994
2014,"宜蘭縣","Male",9024,9717,12773,16324,17694,16609,18096,17452,17042,18803,19087,16841,13683,7935,7797,6426,4316,3195,232814
2014,"宜蘭縣","Female",8263,8998,11704,14854,16355,15201,17424,16950,16658,17325,18114,16474,13874,8308,8731,7426,5228,4076,225963
2014,"新竹","Male",28419,29278,31734,33911,33909,30934,40118,44216,40438,38206,35789,29560,23469,13994,12204,9535,6954,6412,489080
2014,"新竹","Female",26654,26549,28803,31150,31361,29805,42335,46360,39629,36425,33569,28768,24186,15036,13972,11432,7757,6747,480538
2014,"苗栗縣","Male",13764,12974,16358,18937,21176,20589,24340,22748,21076,21994,23134,20754,16787,10245,9556,8098,5604,4103,292237
2014,"苗栗縣","Female",12935,11728,14435,17433,19617,19702,23638,21420,18716,19085,20449,18510,16028,10244,9778,8714,6734,5729,274895
2014,"彰化縣","Male",28476,29780,38834,45630,48797,49723,56992,54280,46291,48518,50909,46135,38069,22960,20341,16724,11211,7071,660741
2014,"彰化縣","Female",26366,26929,34834,41711,44320,45428,54020,50756,42988,44198,46951,43004,36933,23544,21676,20014,15200,11861,630733
2014,"南投縣","Male",9122,10273,14117,17527,19543,18800,20901,19440,18131,21037,22312,20252,17007,10182,8885,7514,5174,3682,263899
2014,"南投縣","Female",8452,9574,13012,16466,17931,16923,19005,17925,17121,18750,20398,18799,15856,10430,9664,8729,6362,5019,250416
2014,"雲林縣","Male",13335,15145,20247,23774,23715,24059,28657,29529,26967,30371,30527,26582,22731,14888,13532,11208,7257,4371,366895
2014,"雲林縣","Female",12300,13548,18270,21369,21751,22175,27074,26976,23111,23173,23734,22439,20262,14942,15155,13903,10436,7843,338461
2014,"嘉義","Male",13671,16345,22979,27399,28298,27054,31047,30358,29260,33334,35026,30554,25380,15453,13808,11738,8265,5768,405737
2014,"嘉義","Female",12508,14807,20771,25327,26075,24991,29388,29997,28354,29549,30014,27289,24160,16394,16064,14657,11180,8404,389929
2014,"屏東縣","Male",14236,16587,22710,29339,31148,30098,34277,34756,31909,35674,36733,32831,28217,16753,14606,11668,7676,5369,434587
2014,"屏東縣","Female",12914,15154,20967,26649,28959,27668,31822,31623,29798,31817,33697,32099,27895,17567,15740,13304,9249,6408,413330
2014,"臺東縣","Male",4443,4868,6223,7590,8117,7699,8919,8955,9297,10110,10002,8668,6806,4258,3595,2824,1992,2030,116396
2014,"臺東縣","Female",4096,4373,5721,7132,7367,6776,7961,7936,7988,8108,8501,8147,7190,4794,4143,3505,2457,1879,108074
2014,"花蓮縣","Male",6884,6982,9065,11502,12231,11330,13547,13246,12723,13917,13813,12947,10810,6288,5180,3836,2958,3065,170324
2014,"花蓮縣","Female",6246,6376,8314,10602,11480,10365,12259,12383,12200,12284,13080,12817,10773,7047,6092,4870,3308,2572,163068
2014,"澎湖縣","Male",2153,1761,2441,3334,4356,3692,4349,4209,3953,4217,4254,3863,2993,1833,1533,1424,1155,872,52392
2014,"澎湖縣","Female",2011,1654,2144,3068,3781,3480,4209,4080,3585,3565,3627,3289,2975,1984,1631,1654,1410,1219,49366
2014,"基隆市","Male",5457,7244,9836,12863,14244,13055,14435,14334,14507,15910,16630,15249,12346,6683,5412,3854,2810,2736,187605
2014,"基隆市","Female",5163,6717,8900,11787,13006,11905,13306,14182,14361,15677,16415,15576,13154,7311,6433,5313,3421,2845,185472
2014,"金門縣","Male",3157,1932,2132,3778,5543,5016,5059,4724,4932,5597,5812,5487,4009,2178,1741,1461,940,536,64034
2014,"金門縣","Female",2886,1842,1992,3849,5740,4974,5394,5133,4722,5270,5543,5066,3842,2058,1661,1431,1061,1225,63689
2014,"連江縣","Male",330,258,263,394,548,523,610,588,625,631,658,661,455,231,142,108,60,68,7153
2014,"連江縣","Female",334,205,204,321,376,372,496,502,424,393,427,449,275,206,85,96,94,94,5353
2015,"新北市","Male",88554,84567,96208,127282,142695,142196,164258,175198,152574,151991,155153,145171,126357,77515,46961,31429,20746,22500,1951355
2015,"新北市","Female",82338,77380,87965,117995,131316,134885,166346,182008,159716,165329,174675,165353,143959,87249,54264,41430,25231,21850,2019289
2015,"臺北市","Male",76979,56619,62292,76179,77914,78160,101544,111538,94950,95771,97020,94967,90494,62858,39324,29766,22121,26966,1295462
2015,"臺北市","Female",72664,52298,56576,70587,72659,79190,114395,126683,110060,111619,111131,110002,103337,73560,48693,40669,27918,27307,1409348
2015,"桃園市","Male",54068,53424,63023,77914,80011,75864,88669,93726,82201,82331,80067,69124,55587,32918,20694,15219,12414,15747,1053001
2015,"桃園市","Female",50374,48776,57189,71473,73121,71126,89612,96609,85061,85283,83276,72926,61315,37743,25412,20248,12439,10796,1052779
2015,"臺中","Male",70714,65995,76991,99926,103573,100506,114684,118469,99861,103631,102635,91443,77174,47332,30245,23285,15509,15041,1357014
2015,"臺中","Female",65731,60595,71220,92392,95955,95468,116524,124062,108978,112635,111047,98346,83574,51719,35434,29344,19255,15152,1387431
2015,"臺南","Male",41047,38595,45502,60299,65174,66816,77700,81872,68067,73018,77852,73277,61512,38077,25742,21473,15471,12310,943804
2015,"臺南","Female",38174,35512,41790,54985,60879,62520,76881,80875,70128,74155,77740,72582,61795,40173,29615,27301,20368,16264,941737
2015,"高雄","Male",58292,55717,67494,89577,96717,95625,111295,121060,107923,111129,109363,101619,91728,59563,39134,28162,18939,17652,1380989
2015,"高雄","Female",54147,51792,62145,83437,89196,89689,110425,123279,111229,111803,112813,109458,101518,66250,44781,36253,22659,17055,1397929
2015,"宜蘭縣","Male",9175,9311,11740,15963,17533,16811,17580,17703,16549,18742,19003,17233,14437,8867,7250,6613,4305,3402,232217
2015,"宜蘭縣","Female",8382,8706,10868,14416,16409,15091,16741,17137,16433,17470,18017,16860,14629,9096,8088,7799,5405,4353,225900
2015,"新竹","Male",29156,28753,30163,34154,33775,31556,38284,45063,40337,38694,36307,30599,24933,15652,11487,9879,6734,6686,492212
2015,"新竹","Female",27193,26090,27259,31195,31564,29461,39781,47554,40084,37151,34190,29622,25652,16656,13307,11852,8073,7206,483890
2015,"苗栗縣","Male",14067,12331,15277,18626,20879,20525,23370,23112,20705,21810,22819,21255,17591,11139,8966,8238,5658,4358,290726
2015,"苗栗縣","Female",13146,11194,13323,17102,19110,19249,22448,21968,18545,19135,20325,18906,16550,11180,9220,8869,6875,6041,273186
2015,"彰化縣","Male",29775,28132,35711,45358,47833,49170,55499,55141,46436,47810,50600,46689,39666,25745,19013,17084,11368,7531,658561
2015,"彰化縣","Female",27611,25353,32275,41127,43890,44627,52585,52183,43220,43664,46604,43767,38561,26072,20442,20290,15594,12646,630511
2015,"南投縣","Male",9016,9659,12994,17130,19304,18649,20116,19809,17515,20578,21982,20624,17722,11253,8391,7563,5187,3887,261379
2015,"南投縣","Female",8384,8894,12018,16026,17739,16493,17994,18196,16618,18593,20246,19058,16624,11327,9152,8897,6491,5361,248111
2015,"雲林縣","Male",13190,14195,18697,23800,23544,23600,27481,29510,26552,29818,30640,26974,23703,15936,12562,11497,7413,4720,363832
2015,"雲林縣","Female",12235,12664,16903,21238,21829,21015,25670,27375,23250,23053,23837,22481,21165,15737,13984,14174,10687,8504,335801
2015,"嘉義","Male",13878,15215,20796,27467,28067,26872,29790,30693,28328,32768,34740,31284,26610,16982,12897,11791,8259,6151,402588
2015,"嘉義","Female",12701,13753,18998,25114,26066,24440,27865,30215,28000,29408,29974,27755,25131,17801,14965,14965,11335,9131,387617
2015,"屏東縣","Male",14366,15586,20652,28565,31258,29803,32911,35061,31040,35223,36388,33362,29144,18693,13728,11809,7615,5721,430925
2015,"屏東縣","Female",13167,14110,19198,25773,28831,27143,30226,32138,29141,31503,33526,32267,28975,19484,14909,13531,9492,6914,410328
2015,"臺東縣","Male",4339,4583,5817,7461,8092,7663,8531,8843,8941,10042,10054,8765,7146,4682,3410,2802,1935,2068,115174
2015,"臺東縣","Female",4063,4183,5251,6987,7373,6632,7529,8003,7886,8074,8456,8073,7581,5176,3956,3561,2518,1976,107278
2015,"花蓮縣","Male",6941,6782,8356,11275,12262,11297,12975,13387,12388,13746,13848,12972,11254,7052,4954,3924,2808,3114,169335
2015,"花蓮縣","Female",6278,6095,7696,10252,11516,10307,11710,12452,12023,12246,13051,12758,11377,7774,5896,4953,3461,2765,162610
2015,"澎湖縣","Male",2241,1673,2196,3393,4545,3813,4184,4262,3915,4177,4310,3927,3146,2074,1475,1393,1123,922,52769
2015,"澎湖縣","Female",2019,1546,2017,3019,3844,3406,4067,4215,3595,3620,3646,3397,3023,2208,1576,1611,1449,1277,49535
2015,"基隆市","Male",5832,6894,8860,12523,14034,13394,13801,14397,14120,15590,16561,15391,13037,7869,4954,4145,2703,2837,186942
2015,"基隆市","Female",5367,6388,7932,11538,12904,12009,12773,14161,14016,15514,16294,15781,13860,8519,5988,5607,3529,2983,185163
2015,"金門縣","Male",3232,1934,2060,3812,5659,5274,5195,4834,4857,5611,6084,6339,4593,2345,1766,1464,975,557,66591
2015,"金門縣","Female",2920,1796,1911,3748,5984,5141,5445,5219,4790,5366,5920,5845,4389,2252,1638,1466,1122,1256,66208
2015,"連江縣","Male",347,239,244,400,537,539,592,567,577,637,674,669,503,267,145,109,64,61,7171
2015,"連江縣","Female",352,189,200,327,372,402,448,497,423,386,449,425,321,219,82,94,92,98,5376
2016,"新北市","Male",87861,83843,92421,121826,141673,144410,153230,173041,157870,151544,154233,146070,129691,89921,47584,33800,20255,23068,1952341
2016,"新北市","Female",81983,76940,84375,112778,130815,134903,154443,180079,165298,163338,174770,166866,148998,102120,55056,44078,26704,23323,2026867
2016,"臺北市","Male",77149,57588,59933,72205,77232,78503,94574,110724,98197,94508,95783,93537,90706,70151,39854,30756,21016,27094,1289510
2016,"臺北市","Female",72466,53479,54513,66830,72671,77925,106658,125926,112669,110382,110280,108266,103870,82693,48362,42211,28586,28407,1406194
2016,"桃園市","Male",57723,53361,60608,75552,81203,78916,85956,95669,85735,83002,81392,70736,58369,38633,21176,16149,11232,16152,1071564
2016,"桃園市","Female",53522,49099,54994,69359,74453,74259,86762,99248,88487,85785,84893,74828,64427,44170,25795,21421,13194,11503,1076199
2016,"臺中","Male",72535,66211,73826,95664,104516,102510,109351,120198,103406,102584,103103,93095,79654,54534,30180,24210,15288,15447,1366312
2016,"臺中","Female",67446,61208,67986,88365,97374,96553,111174,124771,112429,111953,112324,100681,86418,59814,35681,30626,20039,16085,1400927
2016,"臺南","Male",41191,38310,43630,57427,64738,67423,73199,81938,70620,71152,76981,74515,62939,44124,24790,21896,15402,12807,943082
2016,"臺南","Female",38331,35227,39882,52468,60588,62586,72166,80993,72608,72726,77433,74008,63253,46362,28452,27799,20685,17384,942951
2016,"高雄","Male",58845,55104,64540,85279,96637,96938,104616,118991,111062,109952,109277,102101,92622,68356,38392,29691,18543,18097,1379043
2016,"高雄","Female",54851,51032,59421,79409,89360,90152,103059,121527,114476,111273,112644,109963,102636,76612,44239,38077,23458,18139,1400328
2016,"宜蘭縣","Male",9274,9157,11146,14982,17668,17079,16704,17617,16678,18318,18988,17522,14985,10046,6916,6753,4343,3546,231722
2016,"宜蘭縣","Female",8409,8535,10315,13733,16332,15285,15650,17189,16604,17315,18014,17216,15015,10430,7606,7944,5541,4683,225816
2016,"新竹","Male",29098,29104,29404,33417,34293,32434,36199,44808,41986,39064,36766,31562,25756,17588,11169,10127,6624,6837,496236
2016,"新竹","Female",27302,26338,26727,30437,31885,29909,36900,47613,42103,37914,34843,30375,26400,18897,12838,12262,8311,7528,488582
2016,"苗栗縣","Male",13391,12083,14531,17900,20718,20740,21835,23305,20642,21607,22535,21588,18249,12331,8479,8399,5567,4569,288469
2016,"苗栗縣","Female",12552,10965,12656,16188,19117,18841,20707,22023,18974,18900,20079,19373,16919,12498,8809,9087,6741,6291,270720
2016,"彰化縣","Male",30596,27240,34077,43420,47902,48911,52557,55512,47675,46620,50230,47272,40617,29245,18062,17333,11479,8001,656749
2016,"彰化縣","Female",28111,24924,30475,39631,43894,44412,50113,52391,44730,42940,46361,44302,39271,29489,19705,20200,15915,13533,630397
2016,"南投縣","Male",8855,9248,12152,16509,19033,18786,19013,19604,17634,19893,21896,20904,18020,12625,7968,7684,5095,4071,258990
2016,"南投縣","Female",8177,8607,11255,15194,17815,16425,16711,18092,16792,18144,20007,19343,16919,12597,8720,9058,6602,5715,246173
2016,"雲林縣","Male",12925,13647,17650,23044,23927,23295,25921,28828,26912,28623,31037,27562,23589,17769,12051,11615,7519,5066,360980
2016,"雲林縣","Female",12086,12249,16053,20572,22007,20683,23875,27019,24185,22671,24074,22657,21018,17106,13531,14315,10670,9122,333893
2016,"嘉義","Male",13693,14726,19431,26449,28181,27132,28172,30196,28368,31500,34660,31959,27034,19351,12130,11885,8238,6414,399519
2016,"嘉義","Female",12627,13252,17778,24032,26239,24489,25856,29841,28400,29017,30176,28267,25217,20172,14165,14978,11455,9714,385675
2016,"屏東縣","Male",14444,14951,19603,26663,31598,29956,31139,34410,31481,34112,36349,33872,29224,21366,12975,12045,7626,5933,427747
2016,"屏東縣","Female",13197,13617,17974,24288,28964,27245,28198,31672,29567,31107,33129,32600,29416,21920,14308,13763,9700,7380,408045
2016,"臺東縣","Male",4300,4384,5615,7162,8031,7733,8056,8736,8885,9720,10077,8934,7365,5184,3257,2793,1924,2049,114205
2016,"臺東縣","Female",3930,4061,5036,6623,7442,6558,7156,7786,7898,8215,8436,8085,7518,5787,3850,3611,2518,2087,106597
2016,"花蓮縣","Male",6887,6691,8005,10667,12335,11408,12146,13309,12521,13455,13762,13027,11542,7979,4859,4018,2707,3057,168375
2016,"花蓮縣","Female",6400,5994,7275,9741,11524,10456,11065,12206,12186,12415,12682,12986,11577,8614,5868,5054,3574,2919,162536
2016,"澎湖縣","Male",2293,1578,2122,3360,4586,3952,4052,4248,3983,4169,4301,4011,3301,2278,1492,1357,1106,963,53152
2016,"澎湖縣","Female",2061,1510,1922,3009,3816,3507,3892,4207,3794,3621,3732,3566,3091,2385,1640,1560,1455,1343,50111
2016,"基隆市","Male",6069,6676,8354,11750,14017,13775,12976,14191,14173,15386,16335,15686,13432,9200,4713,4282,2654,2855,186524
2016,"基隆市","Female",5726,6137,7546,10889,12766,12277,12102,14110,14032,15271,16250,15906,14319,10006,5664,5789,3652,3134,185576
2016,"金門縣","Male",3166,1973,2006,3654,5825,5332,5127,4804,4843,5541,6320,6421,5009,2722,1725,1478,1019,607,67572
2016,"金門縣","Female",2888,1777,1864,3602,6094,5335,5282,5313,4859,5251,6371,5900,4788,2642,1664,1487,1130,1295,67542
2016,"連江縣","Male",354,236,252,390,494,581,532,563,559,633,691,670,541,279,157,119,62,65,7178
2016,"連江縣","Female",349,204,199,308,386,423,443,474,432,376,434,425,359,225,105,84,88,103,5417
2017,"新北市","Male",83113,86328,89407,115462,140403,145401,144569,173568,160654,152201,151659,148874,131758,99398,50872,35790,20581,23359,1953397
2017,"新北市","Female",77781,79690,81836,106618,129945,134646,144099,180232,168515,163597,171283,170212,152441,114137,58696,46327,28540,24697,2033292
2017,"臺北市","Male",73288,60065,58421,67866,76821,78398,88852,112036,98779,93412,93512,93459,90040,75160,42102,32045,20600,27061,1281917
2017,"臺北市","Female",69046,55825,53227,62497,72588,77173,99488,127012,112954,109323,108152,107829,104018,88535,51085,43347,29572,29669,1401340
2017,"桃園市","Male",58886,55129,58904,72591,82146,81747,83892,99141,88299,83665,81181,73487,60479,43693,22605,16932,10759,16083,1089619
2017,"桃園市","Female",54298,51295,53137,66398,76052,76732,84319,102867,90885,87187,84840,77799,66657,50026,27025,22408,14285,12188,1098398
2017,"臺中","Male",71288,68972,71514,90306,105567,103767,105340,122222,106116,102072,101924,95842,81416,60125,31449,24962,15460,15743,1374085
2017,"臺中","Female",65803,63759,66131,83708,98133,97883,105998,127195,114403,112318,111835,104033,88944,66212,36876,31638,21015,17101,1412985
2017,"臺南","Male",39399,39852,42195,53864,64900,67117,69874,82598,72804,70172,74786,75432,64785,48238,25559,22094,15448,13161,942278
2017,"臺南","Female",36783,36855,38607,49274,60557,62089,68049,81864,74184,72357,75918,75790,65102,50230,29287,27700,21321,18277,944244
2017,"高雄","Male",56355,56521,62042,80630,96573,97340,99219,118693,112318,109053,108136,103514,93430,74149,39920,30851,18446,18325,1375515
2017,"高雄","Female",52340,52729,56961,74783,89646,90180,96525,121210,116232,111915,110630,111122,103954,84053,45955,39074,24959,19129,1401397
2017,"宜蘭縣","Male",8987,9398,10601,13915,17646,17361,15972,17741,16818,17952,18769,17933,15398,10984,6686,6772,4481,3562,230976
2017,"宜蘭縣","Female",8203,8657,9828,12801,16375,15409,14856,17262,16658,17222,17726,17750,15344,11398,7333,8058,5788,4963,225631
2017,"新竹","Male",27855,30375,28943,32350,34792,33255,34283,45387,42785,39659,36540,32953,26390,19226,11243,10194,6760,6914,499904
2017,"新竹","Female",26028,27758,26588,29394,32369,30306,34442,47914,43685,38936,34789,31572,27017,20608,12972,12406,8704,7909,493397
2017,"苗栗縣","Male",11758,12248,13778,17205,20569,20756,20634,23517,20773,21465,21951,21999,18612,13427,8382,8244,5784,4742,285844
2017,"苗栗縣","Female",11069,11260,12087,15429,18715,18478,18959,22305,19208,19086,19578,19855,17152,13482,8863,8972,6892,6573,267963
2017,"彰化縣","Male",29267,27607,32300,41415,47706,48769,50102,55704,48682,46367,48895,48513,41107,31346,18430,17254,11727,8455,653646
2017,"彰化縣","Female",26900,25540,28836,37710,43852,44351,47138,52789,46031,42832,45291,45378,39877,31804,19795,20191,16128,14369,628812
2017,"南投縣","Male",8295,9251,11401,15614,18803,18823,18141,19749,17607,19484,21223,21336,18280,13800,7869,7707,5160,4189,256732
2017,"南投縣","Female",7679,8548,10559,14304,17723,16439,15698,17974,16881,17952,19430,19872,17205,13614,8631,9013,6792,6005,244319
2017,"雲林縣","Male",12053,13676,16830,21845,24396,23120,24608,28517,27339,28053,30302,28488,23711,18930,11898,11491,7650,5272,358179
2017,"雲林縣","Female",11516,12343,15098,19772,22218,20453,22341,26948,24772,23033,23445,23187,21119,17950,13416,14049,10912,9622,332194
2017,"嘉義","Male",12956,14795,18120,25205,28482,27107,26846,30106,28361,30794,33827,32884,27268,21053,12178,11857,8314,6703,396856
2017,"嘉義","Female",12032,13330,16547,22704,26502,24458,24436,29465,28832,28869,29687,29031,25412,21483,14089,14906,11778,10163,383724
2017,"屏東縣","Male",13848,15181,18422,24790,31699,30144,29603,33992,31875,33094,35668,34662,29623,22948,12953,12119,7851,6014,424486
2017,"屏東縣","Female",12672,13736,16814,22782,28931,27278,26435,31345,29909,30749,32390,32852,30098,23500,14427,13905,9994,7636,405453
2017,"臺東縣","Male",4117,4436,5333,6774,8048,7813,7648,8707,8679,9600,9948,9113,7583,5496,3346,2819,1926,1992,113378
2017,"臺東縣","Female",3781,4006,4725,6285,7483,6814,6595,7826,7765,8171,8383,8227,7522,6145,4018,3637,2615,2164,106162
